time,plant_id,plant_name,plant_code,inverter_id,inverter_name,inverter_brand,inverter_model,inverter_nominal_power_kw,power_kw,energy_kwh,intensity_cc_a,intensity_ca_a,voltage_cc_v,voltage_ca_v,uptime_h,temperature_c,readings
2022-11-09 15:15:00+01,7,Matallana,SomEnergia_Exiom,31,inversor4,NULL,NULL,NULL,369.23,825.8,NULL,NULL,NULL,NULL,18345.0,42,1.0
2022-11-09 15:15:00+01,7,Matallana,SomEnergia_Exiom,32,inversor1,NULL,NULL,NULL,366.25,821.3,NULL,NULL,NULL,NULL,17878.0,42,1.0
2022-11-09 15:15:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,29,inversor8,NULL,NULL,NULL,24.33,185.5,NULL,NULL,NULL,NULL,16356.0,NULL,1.0
2022-11-09 15:15:00+01,7,Matallana,SomEnergia_Exiom,33,inversor2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-11-09 15:15:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,23,inversor2,NULL,NULL,NULL,22.76,187.37,NULL,NULL,NULL,NULL,16618.0,NULL,1.0
2022-11-09 15:15:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,24,inversor3,NULL,NULL,NULL,22.52,185.13,NULL,NULL,NULL,NULL,16625.0,NULL,1.0
2022-11-09 15:15:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,25,inversor4,NULL,NULL,NULL,22.83,191.01,NULL,NULL,NULL,NULL,15786.0,NULL,1.0
2022-11-09 15:15:00+01,1,Alcolea,SomEnergia_Alcolea,18,inversor3,NULL,NULL,NULL,276.76,719.6,NULL,NULL,NULL,NULL,28211.0,42,1.0
2022-11-09 15:15:00+01,1,Alcolea,SomEnergia_Alcolea,19,inversor4,NULL,NULL,NULL,177.36,678.3,NULL,NULL,NULL,NULL,28259.0,42,1.0
2022-11-09 03:15:00+01,6,Florida,SomEnergia_La_Florida,20,inversor1,NULL,NULL,NULL,0.0,4132417.4,NULL,NULL,NULL,NULL,13380.0,60,1.0
2022-11-09 15:15:00+01,7,Matallana,SomEnergia_Exiom,30,inversor3,NULL,NULL,NULL,373.72,827.0,NULL,NULL,NULL,NULL,18379.0,42,1.0
2022-11-09 15:15:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,26,inversor5,NULL,NULL,NULL,24.46,188.26,NULL,NULL,NULL,NULL,16581.0,NULL,1.0
2022-11-09 15:15:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,27,inversor6,NULL,NULL,NULL,22.88,185.96,NULL,NULL,NULL,NULL,16608.0,NULL,1.0
2022-11-09 15:15:00+01,1,Alcolea,SomEnergia_Alcolea,16,inversor1,NULL,NULL,NULL,0.0,719.7,NULL,NULL,NULL,NULL,28299.0,10,1.0
2022-11-09 15:15:00+01,1,Alcolea,SomEnergia_Alcolea,17,inversor2,NULL,NULL,NULL,327.5,699.1,NULL,NULL,NULL,NULL,28305.0,42,1.0
2022-11-09 15:15:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,28,inversor7,NULL,NULL,NULL,24.02,189.61,NULL,NULL,NULL,NULL,15557.0,NULL,1.0
2022-11-09 15:15:00+01,6,Florida,SomEnergia_La_Florida,21,inversor2,NULL,NULL,NULL,0.0,4208786.6,NULL,NULL,NULL,NULL,13401.0,60,1.0
2022-11-09 15:15:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,22,inversor1,NULL,NULL,NULL,22.31,182.27,NULL,NULL,NULL,NULL,2572.0,NULL,1.0
2022-11-09 15:10:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,22,inversor1,NULL,NULL,NULL,30.21,179.6,NULL,NULL,NULL,NULL,2571.0,NULL,1.0
2022-11-09 15:10:00+01,6,Florida,SomEnergia_La_Florida,21,inversor2,NULL,NULL,NULL,0.0,4208740.8,NULL,NULL,NULL,NULL,13401.0,60,1.0
2022-11-09 15:10:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,28,inversor7,NULL,NULL,NULL,53.99,186.4,NULL,NULL,NULL,NULL,15557.0,NULL,1.0
2022-11-09 15:10:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,27,inversor6,NULL,NULL,NULL,49.44,183.05,NULL,NULL,NULL,NULL,16608.0,NULL,1.0
2022-11-09 15:10:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,26,inversor5,NULL,NULL,NULL,57.54,185.1,NULL,NULL,NULL,NULL,16581.0,NULL,1.0
2022-11-09 15:10:00+01,1,Alcolea,SomEnergia_Alcolea,17,inversor2,NULL,NULL,NULL,136.64,692.9,NULL,NULL,NULL,NULL,28305.0,42,1.0
2022-11-09 15:10:00+01,1,Alcolea,SomEnergia_Alcolea,16,inversor1,NULL,NULL,NULL,0.0,700.0,NULL,NULL,NULL,NULL,28299.0,11,1.0
2022-11-09 15:10:00+01,7,Matallana,SomEnergia_Exiom,30,inversor3,NULL,NULL,NULL,375.01,801.3,NULL,NULL,NULL,NULL,18379.0,42,1.0
2022-11-09 15:10:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,25,inversor4,NULL,NULL,NULL,34.99,188.33,NULL,NULL,NULL,NULL,15786.0,NULL,1.0
2022-11-09 15:10:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,23,inversor2,NULL,NULL,NULL,39.33,184.6,NULL,NULL,NULL,NULL,16618.0,NULL,1.0
2022-11-09 15:10:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,24,inversor3,NULL,NULL,NULL,32.57,182.44,NULL,NULL,NULL,NULL,16625.0,NULL,1.0
2022-11-09 15:10:00+01,7,Matallana,SomEnergia_Exiom,33,inversor2,NULL,NULL,NULL,355.4,1066.2,NULL,NULL,NULL,NULL,18251.0,42,1.0
2022-11-09 15:10:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,29,inversor8,NULL,NULL,NULL,57.61,182.5,NULL,NULL,NULL,NULL,16355.0,NULL,1.0
2022-11-09 03:10:00+01,6,Florida,SomEnergia_La_Florida,20,inversor1,NULL,NULL,NULL,0.0,4132372.5,NULL,NULL,NULL,NULL,13380.0,60,1.0
2022-11-09 15:10:00+01,1,Alcolea,SomEnergia_Alcolea,18,inversor3,NULL,NULL,NULL,59.42,715.3,NULL,NULL,NULL,NULL,28211.0,42,1.0
2022-11-09 15:10:00+01,1,Alcolea,SomEnergia_Alcolea,19,inversor4,NULL,NULL,NULL,56.51,673.2,NULL,NULL,NULL,NULL,28259.0,42,1.0
2022-11-09 15:10:00+01,7,Matallana,SomEnergia_Exiom,31,inversor4,NULL,NULL,NULL,331.84,799.5,NULL,NULL,NULL,NULL,18345.0,42,1.0
2022-11-09 15:10:00+01,7,Matallana,SomEnergia_Exiom,32,inversor1,NULL,NULL,NULL,0,790.1,NULL,NULL,NULL,NULL,17878.0,42,1.0
2022-11-09 15:05:00+01,7,Matallana,SomEnergia_Exiom,32,inversor1,NULL,NULL,NULL,201.7,777.5,NULL,NULL,NULL,NULL,17878.0,42,1.0
2022-11-09 15:05:00+01,7,Matallana,SomEnergia_Exiom,31,inversor4,NULL,NULL,NULL,354.84,779.7,NULL,NULL,NULL,NULL,18344.0,NULL,1.0
2022-11-09 15:05:00+01,1,Alcolea,SomEnergia_Alcolea,19,inversor4,NULL,NULL,NULL,46.28,664.2,NULL,NULL,NULL,NULL,28259.0,42,1.0
2022-11-09 03:05:00+01,6,Florida,SomEnergia_La_Florida,20,inversor1,NULL,NULL,NULL,0.0,4132341.8,NULL,NULL,NULL,NULL,13380.0,60,1.0
2022-11-09 15:05:00+01,1,Alcolea,SomEnergia_Alcolea,18,inversor3,NULL,NULL,NULL,48.91,691.4,NULL,NULL,NULL,NULL,28211.0,42,1.0
2022-11-09 15:05:00+01,7,Matallana,SomEnergia_Exiom,33,inversor2,NULL,NULL,NULL,242.83,1066.2,NULL,NULL,NULL,NULL,18251.0,42,1.0
2022-11-09 15:05:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,24,inversor3,NULL,NULL,NULL,57.99,177.73,NULL,NULL,NULL,NULL,16625.0,NULL,1.0
2022-11-09 15:05:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,25,inversor4,NULL,NULL,NULL,58.03,183.77,NULL,NULL,NULL,NULL,15786.0,NULL,1.0
2022-11-09 15:05:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,23,inversor2,NULL,NULL,NULL,58.04,179.99,NULL,NULL,NULL,NULL,16618.0,NULL,1.0
2022-11-09 15:05:00+01,7,Matallana,SomEnergia_Exiom,30,inversor3,NULL,NULL,NULL,330.15,782.6,NULL,NULL,NULL,NULL,18379.0,42,1.0
2022-11-09 15:05:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,29,inversor8,NULL,NULL,NULL,57.63,177.76,NULL,NULL,NULL,NULL,16355.0,NULL,1.0
2022-11-09 15:05:00+01,6,Florida,SomEnergia_La_Florida,21,inversor2,NULL,NULL,NULL,0.0,4208712.5,NULL,NULL,NULL,NULL,13401.0,60,1.0
2022-11-09 15:05:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,22,inversor1,NULL,NULL,NULL,58.45,174.85,NULL,NULL,NULL,NULL,2571.0,NULL,1.0
2022-11-09 15:05:00+01,1,Alcolea,SomEnergia_Alcolea,16,inversor1,NULL,NULL,NULL,0.0,696.2,NULL,NULL,NULL,NULL,28299.0,12,1.0
2022-11-09 15:05:00+01,1,Alcolea,SomEnergia_Alcolea,17,inversor2,NULL,NULL,NULL,42.01,676.1,NULL,NULL,NULL,NULL,28305.0,42,1.0
2022-11-09 15:05:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,27,inversor6,NULL,NULL,NULL,57.38,178.3,NULL,NULL,NULL,NULL,16608.0,NULL,1.0
2022-11-09 15:05:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,28,inversor7,NULL,NULL,NULL,58.32,181.58,NULL,NULL,NULL,NULL,15557.0,NULL,1.0
2022-11-09 15:05:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,26,inversor5,NULL,NULL,NULL,58.13,180.31,NULL,NULL,NULL,NULL,16581.0,NULL,1.0
2022-11-09 15:00:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,26,inversor5,NULL,NULL,NULL,15.0,177.86,NULL,NULL,NULL,NULL,16581.0,NULL,1.0
2022-11-09 15:00:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,27,inversor6,NULL,NULL,NULL,14.83,176.45,NULL,NULL,NULL,NULL,16608.0,NULL,1.0
2022-11-09 15:00:00+01,1,Alcolea,SomEnergia_Alcolea,17,inversor2,NULL,NULL,NULL,343.4,651.7,NULL,NULL,NULL,NULL,28305.0,42,1.0
2022-11-09 15:00:00+01,1,Alcolea,SomEnergia_Alcolea,16,inversor1,NULL,NULL,NULL,0.0,670.5,NULL,NULL,NULL,NULL,28299.0,13,1.0
2022-11-09 15:00:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,28,inversor7,NULL,NULL,NULL,15.15,180.09,NULL,NULL,NULL,NULL,15557.0,NULL,1.0
2022-11-09 15:00:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,22,inversor1,NULL,NULL,NULL,15.11,172.79,NULL,NULL,NULL,NULL,2571.0,NULL,1.0
2022-11-09 15:00:00+01,6,Florida,SomEnergia_La_Florida,21,inversor2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-11-09 15:00:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,29,inversor8,NULL,NULL,NULL,14.79,175.39,NULL,NULL,NULL,NULL,16355.0,NULL,1.0
2022-11-09 15:00:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,23,inversor2,NULL,NULL,NULL,14.93,177.58,NULL,NULL,NULL,NULL,16618.0,NULL,1.0
2022-11-09 15:00:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,24,inversor3,NULL,NULL,NULL,14.9,175.66,NULL,NULL,NULL,NULL,16625.0,NULL,1.0
2022-11-09 15:00:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,25,inversor4,NULL,NULL,NULL,15.21,181.48,NULL,NULL,NULL,NULL,15786.0,NULL,1.0
2022-11-09 15:00:00+01,7,Matallana,SomEnergia_Exiom,33,inversor2,NULL,NULL,NULL,0.0,1066.2,NULL,NULL,NULL,NULL,18250.0,42,1.0
2022-11-09 15:00:00+01,1,Alcolea,SomEnergia_Alcolea,18,inversor3,NULL,NULL,NULL,352.78,662.4,NULL,NULL,NULL,NULL,28211.0,42,1.0
2022-11-09 15:00:00+01,1,Alcolea,SomEnergia_Alcolea,19,inversor4,NULL,NULL,NULL,339.04,637.0,NULL,NULL,NULL,NULL,28259.0,42,1.0
2022-11-09 03:00:00+01,6,Florida,SomEnergia_La_Florida,20,inversor1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-11-09 15:00:00+01,7,Matallana,SomEnergia_Exiom,30,inversor3,NULL,NULL,NULL,0.0,778.1,NULL,NULL,NULL,NULL,18379.0,42,1.0
2022-11-09 15:00:00+01,7,Matallana,SomEnergia_Exiom,32,inversor1,NULL,NULL,NULL,0.0,769.1,NULL,NULL,NULL,NULL,17878.0,42,1.0
2022-11-09 15:00:00+01,7,Matallana,SomEnergia_Exiom,31,inversor4,NULL,NULL,NULL,0.0,775.6,NULL,NULL,NULL,NULL,18344.0,42,1.0
2022-11-09 14:55:00+01,7,Matallana,SomEnergia_Exiom,31,inversor4,NULL,NULL,NULL,391.22,751.5,NULL,NULL,NULL,NULL,18344.0,42,1.0
2022-11-09 14:55:00+01,7,Matallana,SomEnergia_Exiom,32,inversor1,NULL,NULL,NULL,356.65,748.7,NULL,NULL,NULL,NULL,17878.0,42,1.0
2022-11-09 14:55:00+01,7,Matallana,SomEnergia_Exiom,30,inversor3,NULL,NULL,NULL,360.1,753.2,NULL,NULL,NULL,NULL,18379.0,42,1.0
2022-11-09 14:55:00+01,7,Matallana,SomEnergia_Exiom,33,inversor2,NULL,NULL,NULL,309.29,1066.2,NULL,NULL,NULL,NULL,18250.0,42,1.0
2022-11-09 14:55:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,25,inversor4,NULL,NULL,NULL,14.82,179.92,NULL,NULL,NULL,NULL,15786.0,NULL,1.0
2022-11-09 14:55:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,23,inversor2,NULL,NULL,NULL,14.72,176.04,NULL,NULL,NULL,NULL,16618.0,NULL,1.0
2022-11-09 14:55:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,24,inversor3,NULL,NULL,NULL,14.49,174.37,NULL,NULL,NULL,NULL,16625.0,NULL,1.0
2022-11-09 14:55:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,29,inversor8,NULL,NULL,NULL,14.84,173.85,NULL,NULL,NULL,NULL,16355.0,NULL,1.0
2022-11-09 02:55:00+01,6,Florida,SomEnergia_La_Florida,20,inversor1,NULL,NULL,NULL,0.0,4132305.1,NULL,NULL,NULL,NULL,13379.0,60,1.0
2022-11-09 14:55:00+01,1,Alcolea,SomEnergia_Alcolea,18,inversor3,NULL,NULL,NULL,310.22,643.1,NULL,NULL,NULL,NULL,28211.0,42,1.0
2022-11-09 14:55:00+01,1,Alcolea,SomEnergia_Alcolea,19,inversor4,NULL,NULL,NULL,260.92,614.1,NULL,NULL,NULL,NULL,28258.0,42,1.0
2022-11-09 14:55:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,28,inversor7,NULL,NULL,NULL,14.95,178.52,NULL,NULL,NULL,NULL,15556.0,NULL,1.0
2022-11-09 14:55:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,27,inversor6,NULL,NULL,NULL,14.58,175.17,NULL,NULL,NULL,NULL,16608.0,NULL,1.0
2022-11-09 14:55:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,26,inversor5,NULL,NULL,NULL,15.19,176.53,NULL,NULL,NULL,NULL,16581.0,NULL,1.0
2022-11-09 14:55:00+01,1,Alcolea,SomEnergia_Alcolea,16,inversor1,NULL,NULL,NULL,0.0,645.1,NULL,NULL,NULL,NULL,28299.0,14,1.0
2022-11-09 14:55:00+01,1,Alcolea,SomEnergia_Alcolea,17,inversor2,NULL,NULL,NULL,332.7,625.6,NULL,NULL,NULL,NULL,28305.0,42,1.0
2022-11-09 14:55:00+01,6,Florida,SomEnergia_La_Florida,21,inversor2,NULL,NULL,NULL,0.0,4208668.4,NULL,NULL,NULL,NULL,13401.0,60,1.0
2022-11-09 14:55:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,22,inversor1,NULL,NULL,NULL,14.37,171.5,NULL,NULL,NULL,NULL,2571.0,NULL,1.0
2022-11-09 14:50:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,22,inversor1,NULL,NULL,NULL,11.09,170.44,NULL,NULL,NULL,NULL,2571.0,NULL,1.0
2022-11-09 14:50:00+01,6,Florida,SomEnergia_La_Florida,21,inversor2,NULL,NULL,NULL,0.0,4208644.0,NULL,NULL,NULL,NULL,13401.0,60,1.0
2022-11-09 14:50:00+01,1,Alcolea,SomEnergia_Alcolea,17,inversor2,NULL,NULL,NULL,188.25,615.7,NULL,NULL,NULL,NULL,28305.0,42,1.0
2022-11-09 14:50:00+01,1,Alcolea,SomEnergia_Alcolea,16,inversor1,NULL,NULL,NULL,0.0,623.7,NULL,NULL,NULL,NULL,28299.0,15,1.0
2022-11-09 14:50:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,27,inversor6,NULL,NULL,NULL,11.72,174.08,NULL,NULL,NULL,NULL,16608.0,NULL,1.0
2022-11-09 14:50:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,28,inversor7,NULL,NULL,NULL,11.97,177.43,NULL,NULL,NULL,NULL,15556.0,NULL,1.0
2022-11-09 14:50:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,26,inversor5,NULL,NULL,NULL,12.03,175.2,NULL,NULL,NULL,NULL,16581.0,NULL,1.0
2022-11-09 14:50:00+01,1,Alcolea,SomEnergia_Alcolea,19,inversor4,NULL,NULL,NULL,76.55,604.1,NULL,NULL,NULL,NULL,28258.0,42,1.0
2022-11-09 02:50:00+01,6,Florida,SomEnergia_La_Florida,20,inversor1,NULL,NULL,NULL,0.0,4132283.6,NULL,NULL,NULL,NULL,13379.0,60,1.0
2022-11-09 14:50:00+01,1,Alcolea,SomEnergia_Alcolea,18,inversor3,NULL,NULL,NULL,81.05,636.4,NULL,NULL,NULL,NULL,28211.0,42,1.0
2022-11-09 14:50:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,24,inversor3,NULL,NULL,NULL,11.36,173.3,NULL,NULL,NULL,NULL,16625.0,NULL,1.0
2022-11-09 14:50:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,25,inversor4,NULL,NULL,NULL,11.98,178.83,NULL,NULL,NULL,NULL,15786.0,NULL,1.0
2022-11-09 14:50:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,23,inversor2,NULL,NULL,NULL,11.63,174.98,NULL,NULL,NULL,NULL,16618.0,NULL,1.0
2022-11-09 14:50:00+01,7,Matallana,SomEnergia_Exiom,33,inversor2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-11-09 14:50:00+01,7,Matallana,SomEnergia_Exiom,30,inversor3,NULL,NULL,NULL,366.91,718.7,NULL,NULL,NULL,NULL,18379.0,42,1.0
2022-11-09 14:50:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,29,inversor8,NULL,NULL,NULL,11.81,172.78,NULL,NULL,NULL,NULL,16355.0,NULL,1.0
2022-11-09 14:50:00+01,7,Matallana,SomEnergia_Exiom,31,inversor4,NULL,NULL,NULL,386.83,717.1,NULL,NULL,NULL,NULL,18344.0,42,1.0
2022-11-09 14:50:00+01,7,Matallana,SomEnergia_Exiom,32,inversor1,NULL,NULL,NULL,384.76,717.5,NULL,NULL,NULL,NULL,17878.0,42,1.0
2022-11-09 14:45:00+01,7,Matallana,SomEnergia_Exiom,32,inversor1,NULL,NULL,NULL,139.56,692.1,NULL,NULL,NULL,NULL,17878.0,42,1.0
2022-11-09 14:45:00+01,7,Matallana,SomEnergia_Exiom,31,inversor4,NULL,NULL,NULL,114.2,693.8,NULL,NULL,NULL,NULL,18344.0,42,1.0
2022-11-09 14:45:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,29,inversor8,NULL,NULL,NULL,12.65,171.8,NULL,NULL,NULL,NULL,16355.0,NULL,1.0
2022-11-09 14:45:00+01,7,Matallana,SomEnergia_Exiom,33,inversor2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-11-09 14:45:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,23,inversor2,NULL,NULL,NULL,11.83,174.04,NULL,NULL,NULL,NULL,16618.0,NULL,1.0
2022-11-09 14:45:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,24,inversor3,NULL,NULL,NULL,11.37,172.4,NULL,NULL,NULL,NULL,16625.0,NULL,1.0
2022-11-09 14:45:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,25,inversor4,NULL,NULL,NULL,12.27,177.85,NULL,NULL,NULL,NULL,15786.0,NULL,1.0
2022-11-09 14:45:00+01,1,Alcolea,SomEnergia_Alcolea,18,inversor3,NULL,NULL,NULL,98.04,622.8,NULL,NULL,NULL,NULL,28211.0,42,1.0
2022-11-09 14:45:00+01,1,Alcolea,SomEnergia_Alcolea,19,inversor4,NULL,NULL,NULL,98.49,593.3,NULL,NULL,NULL,NULL,28258.0,42,1.0
2022-11-09 02:45:00+01,6,Florida,SomEnergia_La_Florida,20,inversor1,NULL,NULL,NULL,0.0,4132270.1,NULL,NULL,NULL,NULL,13379.0,60,1.0
2022-11-09 14:45:00+01,7,Matallana,SomEnergia_Exiom,30,inversor3,NULL,NULL,NULL,115.45,695.6,NULL,NULL,NULL,NULL,18379.0,42,1.0
2022-11-09 14:45:00+01,6,Florida,SomEnergia_La_Florida,21,inversor2,NULL,NULL,NULL,0.0,4208629.0,NULL,NULL,NULL,NULL,13401.0,60,1.0
2022-11-09 14:45:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,22,inversor1,NULL,NULL,NULL,10.86,169.58,NULL,NULL,NULL,NULL,2571.0,NULL,1.0
2022-11-09 14:45:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,26,inversor5,NULL,NULL,NULL,12.5,174.21,NULL,NULL,NULL,NULL,16581.0,NULL,1.0
2022-11-09 14:45:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,27,inversor6,NULL,NULL,NULL,12.16,173.13,NULL,NULL,NULL,NULL,16608.0,NULL,1.0
2022-11-09 14:45:00+01,1,Alcolea,SomEnergia_Alcolea,16,inversor1,NULL,NULL,NULL,0.0,616.7,NULL,NULL,NULL,NULL,28299.0,16,1.0
2022-11-09 14:45:00+01,1,Alcolea,SomEnergia_Alcolea,17,inversor2,NULL,NULL,NULL,91.33,604.3,NULL,NULL,NULL,NULL,28305.0,42,1.0
2022-11-09 14:45:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,28,inversor7,NULL,NULL,NULL,12.57,176.45,NULL,NULL,NULL,NULL,15556.0,NULL,1.0
2022-11-09 14:40:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,28,inversor7,NULL,NULL,NULL,21.26,174.37,NULL,NULL,NULL,NULL,15556.0,NULL,1.0
2022-11-09 14:40:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,27,inversor6,NULL,NULL,NULL,20.47,171.16,NULL,NULL,NULL,NULL,16608.0,NULL,1.0
2022-11-09 14:40:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,26,inversor5,NULL,NULL,NULL,21.55,172.05,NULL,NULL,NULL,NULL,16581.0,NULL,1.0
2022-11-09 14:40:00+01,1,Alcolea,SomEnergia_Alcolea,17,inversor2,NULL,NULL,NULL,115.77,595.0,NULL,NULL,NULL,NULL,28305.0,42,1.0
2022-11-09 14:40:00+01,1,Alcolea,SomEnergia_Alcolea,16,inversor1,NULL,NULL,NULL,0.0,605.5,NULL,NULL,NULL,NULL,28299.0,17,1.0
2022-11-09 14:40:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,22,inversor1,NULL,NULL,NULL,19.13,167.79,NULL,NULL,NULL,NULL,2571.0,NULL,1.0
2022-11-09 14:40:00+01,6,Florida,SomEnergia_La_Florida,21,inversor2,NULL,NULL,NULL,0.0,4208613.9,NULL,NULL,NULL,NULL,13401.0,60,1.0
2022-11-09 14:40:00+01,7,Matallana,SomEnergia_Exiom,30,inversor3,NULL,NULL,NULL,132.32,683.6,NULL,NULL,NULL,NULL,18379.0,42,1.0
2022-11-09 14:40:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,25,inversor4,NULL,NULL,NULL,20.54,175.85,NULL,NULL,NULL,NULL,15786.0,NULL,1.0
2022-11-09 14:40:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,23,inversor2,NULL,NULL,NULL,20.24,172.03,NULL,NULL,NULL,NULL,16618.0,NULL,1.0
